capitulo;grupo;codigo;tipo;descricao
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A401;subcategoria;Septicemia por Streptococcus do grupo B
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A402;subcategoria;Septicemia por Streptococcus do grupo D
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A403;subcategoria;Septicemia por Streptococcus pneumonia
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A408;subcategoria;Outras septicemias estreptocócicas
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A409;subcategoria;Septicemia estreptocócica não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A41;categoria;Outras septicemias
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A410;subcategoria;Septicemia por Staphylococcus aureus
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A411;subcategoria;Septicemia por outros estafilococos especificados
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A412;subcategoria;Septicemia por estafilococos não especificados
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A413;subcategoria;Septicemia por Haemophilus influenzae
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A414;subcategoria;Septicemia por anaeróbios
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A415;subcategoria;Septicemia por outros microorganismos gram-negativos
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A418;subcategoria;Outras septicemias especificadas
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A419;subcategoria;Septicemia não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A42;categoria;Actinomicose
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A420;subcategoria;Actinomicose pulmonar
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A421;subcategoria;Actinomicose abdominal
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A422;subcategoria;Actinomicose cervicofacial
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A427;subcategoria;Septicemia actinomicótica
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A428;subcategoria;Outras formas de actinomicose
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A429;subcategoria;Actinomicose não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A43;categoria;Nocardiose
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A430;subcategoria;Nocardiose pulmonar
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A431;subcategoria;Nocardiose cutânea
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A438;subcategoria;Outras formas de nocardiose
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A439;subcategoria;Nocardiose não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A44;categoria;Bartonelose
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A440;subcategoria;Bartonelose sistêmica
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A441;subcategoria;Bartonelose cutânea e cutâneo-mucosa
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A448;subcategoria;Outras formas de bartonelose
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A449;subcategoria;Bartonelose não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A46;categoria;Erisipela
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A46;subcategoria;Erisipela
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A48;categoria;Outras doenças bacterianas não classificadas em outra parte
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A480;subcategoria;Gangrena gasosa
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A481;subcategoria;Doença dos legionários
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A482;subcategoria;Doença dos legionários não-pneumônica [febre de Pontiac]
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A483;subcategoria;Síndrome do choque tóxico
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A484;subcategoria;Febre purpúrica do Brasil
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A488;subcategoria;Outras doenças bacterianas especificadas
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A49;categoria;Infecção bacteriana de localização não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A490;subcategoria;Infecção estafilocócica de localização não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A491;subcategoria;Infecção estreptocócica de localização não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A492;subcategoria;Infecção por Haemophilus influenzae de localização não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A493;subcategoria;Infecção por Mycoplasma de localização não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A498;subcategoria;Outras infecções bacterianas de localização não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Outras doenças bacterianas;A499;subcategoria;Infecção bacteriana não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A50;categoria;Sífilis congênita
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A500;subcategoria;Sífilis congênita precoce sintomática
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A501;subcategoria;Sífilis congênita precoce, forma latente
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A502;subcategoria;Sífilis congênita precoce não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A503;subcategoria;Oculopatia sifilítica congênita tardia
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A504;subcategoria;Neurossífilis congênita tardia [neurossífilis juvenil]
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A505;subcategoria;Outras formas tardias e sintomáticas da sífilis congênita
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A506;subcategoria;Sífilis congênita tardia latente
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A507;subcategoria;Sífilis congênita tardia não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A509;subcategoria;Sífilis congênita não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A51;categoria;Sífilis precoce
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A510;subcategoria;Sífilis genital primária
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A511;subcategoria;Sífilis anal primária
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A512;subcategoria;Sífilis primária de outras localizações
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A513;subcategoria;Sífilis secundária da pele e das mucosas
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A514;subcategoria;Outras formas de sífilis secundária
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A515;subcategoria;Sífilis precoce latente
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A519;subcategoria;Sífilis precoce não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A52;categoria;Sífilis tardia
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A520;subcategoria;Sífilis cardiovascular
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A521;subcategoria;Neurossífilis sintomática
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A522;subcategoria;Neurossífilis assintomática
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A523;subcategoria;Neurossífilis não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A527;subcategoria;Outras formas de sífilis tardia sintomática
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A528;subcategoria;Sífilis tardia latente
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A529;subcategoria;Sífilis tardia não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A53;categoria;Outras formas e as não especificadas da sífilis
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A530;subcategoria;Sífilis latente, não especificada se recente ou tardia
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A539;subcategoria;Sífilis não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A54;categoria;Infecção gonocócica
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A540;subcategoria;Infecção gonocócica do trato geniturinário inferior, sem abscesso periuretral ou das glândulas acessórias
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A541;subcategoria;Infecção gonocócica do trato geniturinário inferior, com abscesso periuretral ou das glândulas acessórias
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A542;subcategoria;Pelviperitonite gonocócica e outras infecções geniturinárias gonocócicas
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A543;subcategoria;Infecção gonocócica do olho
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A544;subcategoria;Infecção gonocócica do sistema músculo-esquelético
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A545;subcategoria;Faringite gonocócica
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A546;subcategoria;Infecção gonocócica do ânus ou do reto
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A548;subcategoria;Outras infecções gonocócicas
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A549;subcategoria;Infecção gonocócica não especificada
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A55;categoria;Linfogranuloma (venéreo) por clamídia
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A55;subcategoria;Linfogranuloma (venéreo) por clamídia
Capítulo I - Algumas doenças infecciosas e parasitárias;Infecções de transmissão predominantemente sexual;A56;categoria;Outras infecções causadas por clamídias transmitidas por via sexual
